iso3166_country,GID_0_gadm,NAME_0_gadm,GID_1_gadm,GID_1_edits,NAME_1_gadm,VARNAME_1_gadm,NL_NAME_1_gadm,TYPE_1_gadm,ENGTYPE_1_gadm,CC_1_gadm,HASC_1_gadm,region_polygoncluster,polygoncluster_name,project_ifnodata,project_ifconstructed,regionname_ISOenglish,regionname_alt,regionname_nativescript,regioncode,system,Notes1,Notes2,Notes3,mean.scl.regional_2012-13,mean.scl.regional_2022-23,mean.scl.national_2012-13,mean.scl.national_2022-23
BO,BOL,Bolivia,BOL.9_1,BOL.9_1,Tarija,NA,Tarija,Departamento,Department,NA,BO.TR,NA,NA,NA,NA,Tarija,NA,Tarija,BO-T,iso3166-2,NA,NA,NA,0.6203513098622626,0.6970394701454986,0.5471533384927683,0.6479797946493864
BR,BRA,Brazil,BRA.1_1,BRA.1_1,Acre,NA,Acre,Estado,State,NA,BR.AC,NA,NA,NA,NA,Acre,NA,Acre,BR-AC,iso3166-2,NA,NA,NA,0.6302631578040158,0.7486114291378559,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.2_1,BRA.2_1,Alagoas,NA,Alagoas,Estado,State,NA,BR.AL,NA,NA,NA,NA,Alagoas,NA,Alagoas,BR-AL,iso3166-2,NA,NA,NA,0.685677559377309,0.7222789780737922,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.3_1,BRA.3_1,Amap√°,NA,Amap√°,Estado,State,NA,BR.AP,NA,NA,NA,NA,Amapá,NA,Amapá,BR-AP,iso3166-2,NA,NA,NA,0.6648010105248037,0.7473717101860706,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.4_1,BRA.4_1,Amazonas,Amazone,Amazonas,Estado,State,NA,BR.AM,NA,NA,NA,NA,Amazonas,NA,Amazonas,BR-AM,iso3166-2,NA,NA,NA,0.6545113671864626,0.7430456278250143,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.5_1,BRA.5_1,Bahia,Ba¬°a,Bahia,Estado,State,NA,BR.BA,NA,NA,NA,NA,Bahia,NA,Bahia,BR-BA,iso3166-2,NA,NA,NA,0.586143790513651,0.7399696894013518,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.6_1,BRA.6_1,Cear√°,NA,Cear√°,Estado,State,NA,BR.CE,NA,NA,NA,NA,Ceará,NA,Ceará,BR-CE,iso3166-2,NA,NA,NA,0.6529754333932767,0.7308192710114825,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.7_1,BRA.7_1,Distrito Federal,NA,Distrito Federal,Distrito Federal,Federal District,NA,BR.DF,NA,NA,NA,NA,Distrito Federal,NA,Distrito Federal,BR-DF,iso3166-2,NA,NA,NA,0.682322900605208,0.6701880823014813,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.8_1,BRA.8_1,Esp√≠rito Santo,Espiritu Santo,Esp√≠rito Santo,Estado,State,NA,BR.ES,NA,NA,NA,NA,Espírito Santo,NA,Espírito Santo,BR-ES,iso3166-2,NA,NA,NA,0.6670098719328332,0.7327928925691582,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.9_1,BRA.9_1,Goi√°s,Goi√°z|Goy√°z,Goi√°s,Estado,State,NA,BR.GO,NA,NA,NA,NA,Goiás,NA,Goiás,BR-GO,iso3166-2,NA,NA,NA,0.6579239378013882,0.7579822730853536,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.10_1,BRA.10_1,Maranh√£o,S√£o Lu√≠z de Maranh√£o,Maranh√£o,Estado,State,NA,BR.MA,NA,NA,NA,NA,Maranhão,NA,Maranhão,BR-MA,iso3166-2,NA,NA,NA,0.6326901165853328,0.7433565123189455,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.12_1,BRA.12_1,Mato Grosso,Matto Grosso,Mato Grosso,Estado,State,NA,BR.MT,NA,NA,NA,NA,Mato Grosso,NA,Mato Grosso,BR-MT,iso3166-2,NA,NA,NA,0.6899448197950379,0.7380813367238314,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.11_1,BRA.11_1,Mato Grosso do Sul,NA,Mato Grosso do Sul,Estado,State,NA,BR.MS,NA,NA,NA,NA,Mato Grosso do Sul,NA,Mato Grosso do Sul,BR-MS,iso3166-2,NA,NA,NA,0.590807438256625,0.6674405424695578,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.13_1,BRA.13_1,Minas Gerais,Minas|Minas Geraes,Minas Gerais,Estado,State,NA,BR.MG,NA,NA,NA,NA,Minas Gerais,NA,Minas Gerais,BR-MG,iso3166-2,NA,NA,NA,0.6741752217134633,0.7405953458122817,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.14_1,BRA.14_1,Par√°,NA,Par√°,Estado,State,NA,BR.PA,NA,NA,NA,NA,Pará,NA,Pará,BR-PA,iso3166-2,NA,NA,NA,0.6552271945602954,0.7438074851981974,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.15_1,BRA.15_1,Para√≠ba,Parahyba,Para√≠ba,Estado,State,NA,BR.PB,NA,NA,NA,NA,Paraíba,NA,Paraíba,BR-PB,iso3166-2,NA,NA,NA,0.6246820834450596,0.746051796088193,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.16_1,BRA.16_1,Paran√°,NA,Paran√°,Estado,State,NA,BR.PR,NA,NA,NA,NA,Paraná,NA,Paraná,BR-PR,iso3166-2,NA,NA,NA,0.6352979583861965,0.6899127650010178,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.17_1,BRA.17_1,Pernambuco,Pernambouc,Pernambuco,Estado,State,NA,BR.PE,NA,NA,NA,NA,Pernambuco,NA,Pernambuco,BR-PE,iso3166-2,NA,NA,NA,0.695526453545591,0.7134021069670802,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.18_1,BRA.18_1,Piau√≠,Piauhy,Piau√≠,Estado,State,NA,BR.PI,NA,NA,NA,NA,Piauí,NA,Piauí,BR-PI,iso3166-2,NA,NA,NA,0.6555686817826764,0.7298850264875458,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.19_1,BRA.19_1,Rio de Janeiro,NA,Rio de Janeiro,Estado,State,NA,BR.RJ,NA,NA,NA,NA,Rio de Janeiro,NA,Rio de Janeiro,BR-RJ,iso3166-2,NA,NA,NA,0.6105192183537218,0.7288299943310331,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.20_1,BRA.20_1,Rio Grande do Norte,NA,Rio Grande do Norte,Estado,State,NA,BR.RN,NA,NA,NA,NA,Rio Grande do Norte,NA,Rio Grande do Norte,BR-RN,iso3166-2,NA,NA,NA,0.6698994893884195,0.7156630357956041,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.21_1,BRA.21_1,Rio Grande do Sul,NA,Rio Grande do Sul,Estado,State,NA,BR.RS,NA,NA,NA,NA,Rio Grande do Sul,NA,Rio Grande do Sul,BR-RS,iso3166-2,NA,NA,NA,0.657773838746198,0.6885342981996934,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.22_1,BRA.22_1,Rond√¥nia,Guapor√©,Rond√¥nia,Estado,State,NA,BR.RO,NA,NA,NA,NA,Rondônia,NA,Rondônia,BR-RO,iso3166-2,NA,NA,NA,0.5999423069542239,0.73497913695588,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.23_1,BRA.23_1,Roraima,Rio Branco,Roraima,Estado,State,NA,BR.RR,NA,NA,NA,NA,Roraima,NA,Roraima,BR-RR,iso3166-2,NA,NA,NA,0.7175255009278935,0.7291578709982137,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.24_1,BRA.24_1,Santa Catarina,Santa Catharina,Santa Catarina,Estado,State,NA,BR.SC,NA,NA,NA,NA,Santa Catarina,NA,Santa Catarina,BR-SC,iso3166-2,NA,NA,NA,0.6121023627936314,0.6949060961066178,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.25_1,BRA.25_1,S√£o Paulo,NA,S√£o Paulo,Estado,State,NA,BR.SP,NA,NA,NA,NA,São Paulo,NA,São Paulo,BR-SP,iso3166-2,NA,NA,NA,0.6630378870665651,0.7243195828542222,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.26_1,BRA.26_1,Sergipe,NA,Sergipe,Estado,State,NA,BR.SE,NA,NA,NA,NA,Sergipe,NA,Sergipe,BR-SE,iso3166-2,NA,NA,NA,0.6408625986565105,0.7963206035613958,0.6281646251176528,0.7239410636252795
BR,BRA,Brazil,BRA.27_1,BRA.27_1,Tocantins,NA,Tocantins,Estado,State,NA,BR.TO,NA,NA,NA,NA,Tocantins,NA,Tocantins,BR-TO,iso3166-2,NA,NA,NA,0.6760977905103247,0.7387112225534703,0.6281646251176528,0.7239410636252795
BS,BHS,Bahamas,NA,BS.nat,NA,NA,NA,NA,NA,NA,NA,nat,Bahamas,NA,NA,Abaco,NA,Abaco,BS-AB,ypccc,NA,NA,NA,NA,NA,0.6030199079788888,0.6889868019265604
BS,BHS,Bahamas,NA,BS.nat,NA,NA,NA,NA,NA,NA,NA,nat,Bahamas,NA,NA,Andros,NA,Andros,BS-AN,ypccc,NA,NA,NA,NA,NA,0.6030199079788888,0.6889868019265604
BS,BHS,Bahamas,NA,BS.nat,NA,NA,NA,NA,NA,NA,NA,nat,Bahamas,NA,NA,Eleuthera,NA,Eleuthera,BS-EL,ypccc,NA,NA,NA,NA,NA,0.6030199079788888,0.6889868019265604
BS,BHS,Bahamas,NA,BS.nat,NA,NA,NA,NA,NA,NA,NA,nat,Bahamas,NA,NA,Exuma and Cays,NA,Exuma and Cays,BS-EC,ypccc,NA,NA,NA,NA,NA,0.6030199079788888,0.6889868019265604
BS,BHS,Bahamas,NA,BS.nat,NA,NA,NA,NA,NA,NA,NA,nat,Bahamas,NA,NA,Grand Bahama,NA,Grand Bahama,BS-GB,ypccc,NA,NA,NA,NA,NA,0.6030199079788888,0.6889868019265604
BS,BHS,Bahamas,NA,BS.nat,NA,NA,NA,NA,NA,NA,NA,nat,Bahamas,NA,NA,New Providence,NA,New Providence,BS-NP,ypccc,NA,NA,NA,NA,NA,0.6030199079788888,0.6889868019265604
BW,BWA,Botswana,BWA.1_1,BWA.1_1,Central,Centre|Ngwato|Serowe-Palapye,Central,District,District,NA,BW.CE,A,Central and Ghanzi,NA,NA,Central,NA,Central,BW-CE,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.2_1,BWA.2_1,Chobe,NA,Chobe,District,District,NA,BW.CH,D,Chobe and North-West,NA,NA,Chobe,NA,Chobe,BW-CH,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.3_1,BWA.3_1,Francistown,NA,Francistown,City,City,NA,BW.FR,NA,NA,NA,NA,Francistown,NA,Francistown,BW-FR,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.4_1,BWA.4_1,Gaborone,NA,Gaborone,City,City,NA,BW.GB,NA,NA,NA,NA,Gaborone,NA,Gaborone,BW-GA,iso3166-2,NA,NA,NA,0.46942878408926336,0.710423318395721,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.5_1,BWA.5_1,Ghanzi,Ghantsi,Ghanzi,District,District,NA,BW.GH,D,Central and Ghanzi,NA,NA,Ghanzi,NA,Ghanzi,BW-GH,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.6_1,BWA.6_1,Jwaneng,NA,Jwaneng,Town,Town,NA,BW.JW,B,Southern,NA,NA,Jwaneng,NA,Jwaneng,BW-JW,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.7_1,BWA.7_1,Kgalagadi,NA,Kgalagadi,District,District,NA,BW.KG,NA,NA,NA,NA,Kgalagadi,NA,Kgalagadi,BW-KG,iso3166-2,NA,NA,NA,0.524140263706245,0.7650925171300716,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.8_1,BWA.8_1,Kgatleng,NA,Kgatleng,District,District,NA,BW.KL,NA,NA,NA,NA,Kgatleng,NA,Kgatleng,BW-KL,iso3166-2,NA,NA,NA,0.4083661369562901,0.6517887255085579,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.9_1,BWA.9_1,Kweneng,NA,Kweneng,District,District,NA,BW.KW,NA,NA,NA,NA,Kweneng,NA,Kweneng,BW-KW,iso3166-2,NA,NA,NA,0.47358092905933274,0.7285253145529293,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.10_1,BWA.10_1,Lobatse,NA,Lobatse,Town,Town,NA,BW.LB,C,South-East,NA,NA,Lobatse,NA,Lobatse,BW-LO,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.11_1,BWA.11_1,North-East,North East|Bokone-Botlhaba,North-East,District,District,NA,BW.NE,NA,NA,NA,NA,North East,NA,North East,BW-NE,iso3166-2,NA,NA,NA,0.4214422180653701,0.7197093504737994,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.12_1,BWA.12_1,North-West,North West|Bokone-Bophirima,North-West,District,District,NA,BW.NC,D,Chobe and North-West,NA,NA,North West,Ngamiland,Ngamiland,BW-NW,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.13_1,BWA.13_1,Selibe Phikwe,NA,Selibe Phikwe,Town,Town,NA,BW.SP,A,Central and Ghanzi,NA,NA,Selibe Phikwe,NA,Selibe Phikwe,BW-SP,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.14_1,BWA.14_1,South-East,Borwa-Botlhaba,South-East,District,District,NA,BW.SR,C,South-East,NA,NA,South East,NA,South East,BW-SE,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.15_1,BWA.15_1,Southern,Borwa|Ngwakets|Ngwaketse,Southern,District,District,NA,BW.SO,B,Southern,NA,NA,Southern,NA,Southern,BW-SO,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BW,BWA,Botswana,BWA.16_1,BWA.16_1,Sowa,NA,Sowa,Town,Town,NA,BW.ST,A,Central and Ghanzi,NA,NA,Sowa Town,NA,Sowa Town,BW-ST,iso3166-2,NA,NA,NA,NA,NA,0.4004648466239504,0.7113318965149903
BY,BLR,Belarus,BLR.1_1,BLR.1_1,Brest,–ë—Ä–µ—Å—Ç|Brestskaya Voblasts'|Br√®st,Brest,Voblasts',Region,NA,BY.BR,NA,NA,NA,NA,Brestskaya voblasts',Brest Region,Брэсцкая,BY-BR,iso3166-2,NA,NA,NA,0.5320957877393065,0.5482112911738588,0.48547340385484095,0.40628637129591816
BY,BLR,Belarus,BLR.2_1,BLR.2_1,Homyel',–ì–æ–º–µ–ª—å|Gomel|Gomel'|Homyel'skaya Voblasts'|Homje,Homyel',Voblasts',Region,NA,BY.HO,NA,NA,NA,NA,Homyel'skaya voblasts',Gomel Region,Гомельская,BY-HO,iso3166-2,NA,NA,NA,0.5633169205932644,0.6251827929900519,0.48547340385484095,0.40628637129591816
BY,BLR,Belarus,NA,BY-HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horad Minsk,City of Minsk,Мінск,BY-HM,iso3166-2,NA,NA,NA,0.5427668545034114,0.5283171584778956,0.48547340385484095,0.40628637129591816
BY,BLR,Belarus,BLR.3_1,BLR.3_1,Hrodna,–ì—Ä–æ–¥–Ω–æ|Grodno|Hrodzenskaya Voblasts',Hrodna,Voblasts',Region,NA,BY.HR,NA,NA,NA,NA,Hrodzenskaya voblasts',Grodno Region,Гродзенская,BY-HR,iso3166-2,NA,NA,NA,0.4732006573107616,0.2862903905940861,0.48547340385484095,0.40628637129591816
BY,BLR,Belarus,BLR.4_1,BLR.4_1,Mahilyow,–ú–æ–≥–∏–ª—ë–≤|Mahiljow|Mogilev|Mahilyowskaya Voblasts',Mahilyow,Voblasts',Region,NA,BY.MA,NA,NA,NA,NA,Mahilyowskaya voblasts',Mogilev Region,Магілёўская,BY-MA,iso3166-2,NA,NA,NA,0.5585547679328369,0.4122824866059444,0.48547340385484095,0.40628637129591816
BY,BLR,Belarus,BLR.5_1,BLR.5_1,Minsk,–ú–∏–Ω—Å–∫|–ú–∏–Ω—Å–∫–∞—è –û–±–ª–∞—Å—Ç—å|Minsk Oblast|Minskaya Voblasts',Minsk,Voblasts',Region,NA,BY.MI,NA,NA,NA,NA,Minskaya voblasts',Minsk Region,Мінская,BY-MI,iso3166-2,NA,NA,NA,0.5486801991497312,0.429368535661291,0.48547340385484095,0.40628637129591816
BY,BLR,Belarus,BLR.6_1,BLR.6_1,Vitsyebsk,–í–∏—Ç–µ–±—Å–∫|Vicebsk|Vitebsk|Vitsyebskaya Voblasts'|Witebsk,Vitsyebsk,Voblasts',Region,NA,BY.VI,NA,NA,NA,NA,Vitsyebskaya voblasts',Vitebsk Region,Віцебская,BY-VI,iso3166-2,NA,NA,NA,0.5025804457555536,0.3406126962498397,0.48547340385484095,0.40628637129591816
CA,CAN,Canada,CAN.1_1,CAN.1_1,Alberta,NA,Alberta,Province,Province,48,CA.AB,NA,NA,NA,NA,Alberta,Alberta,Alberta,CA-AB,iso3166-2,NA,NA,NA,0.33139573013651363,0.4048119771445496,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.2_1,CAN.2_1,British Columbia,Colombie britannique|New Caledonia,British Columbia,Province,Province,59,CA.BC,NA,NA,NA,NA,British Columbia,Colombie-Britannique,British Columbia,CA-BC,iso3166-2,NA,NA,NA,0.4396033666132041,0.5221404267554248,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.3_1,CAN.3_1,Manitoba,NA,Manitoba,Province,Province,46,CA.MB,NA,NA,NA,NA,Manitoba,Manitoba,Manitoba,CA-MB,iso3166-2,NA,NA,NA,0.3774656632285831,0.5144885217362893,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.4_1,CAN.4_1,New Brunswick,Nouveau-Brunswick|Acadia,New Brunswick,Province,Province,13,CA.NB,NA,NA,NA,NA,New Brunswick,Nouveau-Brunswick,New Brunswick / Nouveau-Brunswick,CA-NB,iso3166-2,NA,NA,NA,0.5012181509073509,0.5198273255115662,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.5_1,CAN.5_1,Newfoundland and Labrador,Newfoundland|Terre-Neuve|Terre-Neuve-et-Labrador,Newfoundland and Labrador,Province,Province,10,CA.NF,NA,NA,NA,NA,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Newfoundland and Labrador,CA-NL,iso3166-2,NA,NA,NA,0.4431285760412477,0.5017067775938512,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.6_1,CAN.6_1,Northwest Territories,Territoires du Nord-Ouest,Northwest Territories,Territoire,Territory,61,CA.NT,NA,NA,NA,NA,Northwest Territories,Territoires du Nord-Ouest,Northwest Territories,CA-NT,iso3166-2,NA,NA,NA,0.37274182633212516,0.42475538074404484,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.7_1,CAN.7_1,Nova Scotia,Acadia|Nouvelle-√âcosse,Nova Scotia,Province,Province,12,CA.NS,NA,NA,NA,NA,Nova Scotia,Nouvelle-Écosse,Nova Scotia,CA-NS,iso3166-2,NA,NA,NA,0.46558218791053146,0.504670776618157,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.8_1,CAN.8_1,Nunavut,NA,Nunavut,Territoire,Territory,62,CA.NU,NA,NA,NA,NA,Nunavut,Nunavut,Nunavut,CA-NU,iso3166-2,NA,NA,NA,0.5472363749868729,0.6499807988912799,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.9_1,CAN.9_1,Ontario,Upper Canada,Ontario,Province,Province,35,CA.ON,NA,NA,NA,NA,Ontario,Ontario,Ontario,CA-ON,iso3166-2,NA,NA,NA,0.462156352918414,0.5060749026771761,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.10_1,CAN.10_1,Prince Edward Island,√éle de Saint-Jean|√éle du Prince-√âdouard,Prince Edward Island,Province,Province,11,CA.PE,NA,NA,NA,NA,Prince Edward Island,Île-du-Prince-Édouard,Prince Edward Island,CA-PE,iso3166-2,NA,NA,NA,0.4965436350656899,0.4959047973149811,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.11_1,CAN.11_1,Qu√©bec,Lower Canada,Qu√©bec,Province,Province,24,CA.QC,NA,NA,NA,NA,Quebec,Québec,Québec,CA-QC,iso3166-2,NA,NA,NA,0.4595084860824331,0.5620009929011418,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.12_1,CAN.12_1,Saskatchewan,NA,Saskatchewan,Province,Province,47,CA.SK,NA,NA,NA,NA,Saskatchewan,Saskatchewan,Saskatchewan,CA-SK,iso3166-2,NA,NA,NA,0.3758927653701862,0.43227180085157846,0.36492434661003176,0.4508271671555405
CA,CAN,Canada,CAN.13_1,CAN.13_1,Yukon,Yukon Territory|Territoire du Yukon|Yukon|Yuk¬¢n,Yukon,Territoire,Territory,60,CA.YT,NA,NA,NA,NA,Yukon,Yukon,Yukon,CA-YT,iso3166-2,NA,NA,NA,0.3896129871424186,0.46322613723946054,0.36492434661003176,0.4508271671555405
CD,COD,Democratic Republic of the Congo,COD.1_1,COD.1_1,Bas-U√©l√©,NA,Bas-U√©l√©,Province,Province,NA,CD.BU,nat,Democratic Republic of the Congo,NA,NA,Bas-Uélé,Bas-Uele,Bas-Uélé,CD-BU,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.2_1,COD.2_1,√âquateur,NA,√âquateur,Province,Province,NA,CD.ET,nat,Democratic Republic of the Congo,NA,NA,Équateur,Equator,Équateur,CD-EQ,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.3_1,COD.3_1,Haut-Katanga,NA,Haut-Katanga,Province,Province,NA,CD.HK,nat,Democratic Republic of the Congo,NA,NA,Haut-Katanga,Haut-Katanga,Haut-Katanga,CD-HK,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.4_1,COD.4_1,Haut-Lomami,NA,Haut-Lomami,Province,Province,NA,CD.HL,nat,Democratic Republic of the Congo,NA,NA,Haut-Lomami,Haut-Lomami,Haut-Lomami,CD-HL,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.5_1,COD.5_1,Haut-U√©l√©,NA,Haut-U√©l√©,Province,Province,NA,CD.HU,nat,Democratic Republic of the Congo,NA,NA,Haut-Uélé,Haut-Uele,Haut-Uélé,CD-HU,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.6_1,COD.6_1,Ituri,NA,Ituri,Province,Province,NA,CD.IT,nat,Democratic Republic of the Congo,NA,NA,Ituri,Ituri,Ituri,CD-IT,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.9_1,COD.9_1,Kasa√Ø,NA,Kasa√Ø,Province,Province,NA,CD.KS,nat,Democratic Republic of the Congo,NA,NA,Kasaï,Kasai,Kasaï,CD-KS,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.7_1,COD.7_1,Kasa√Ø-Central,NA,Kasa√Ø-Central,Province,Province,NA,CD.LL,nat,Democratic Republic of the Congo,NA,NA,Kasaï Central,Kasai Central,Kasaï Central,CD-KC,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.8_1,COD.8_1,Kasa√Ø-Oriental,NA,Kasa√Ø-Oriental,Province,Province,NA,CD.KO,nat,Democratic Republic of the Congo,NA,NA,Kasaï Oriental,Kasai-Oriental,Kasaï Oriental,CD-KE,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.10_1,COD.10_1,Kinshasa,NA,Kinshasa,Province,Province,NA,CD.KN,nat,Democratic Republic of the Congo,NA,NA,Kinshasa,Kinshasa,Kinshasa,CD-KN,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.11_1,COD.11_1,Kongo-Central,NA,Kongo-Central,Province,Province,NA,CD.BC,nat,Democratic Republic of the Congo,NA,NA,Kongo Central,Kongo Central,Kongo Central,CD-BC,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.12_1,COD.12_1,Kwango,NA,Kwango,Province,Province,NA,CD.KG,nat,Democratic Republic of the Congo,NA,NA,Kwango,Kwango,Kwango,CD-KG,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.13_1,COD.13_1,Kwilu,NA,Kwilu,Province,Province,NA,CD.KU,nat,Democratic Republic of the Congo,NA,NA,Kwilu,Kwilu,Kwilu,CD-KL,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.14_1,COD.14_1,Lomami,NA,Lomami,Province,Province,NA,CD.LM,nat,Democratic Republic of the Congo,NA,NA,Lomami,Lomami,Lomami,CD-LO,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.15_1,COD.15_1,Lualaba,NA,Lualaba,Province,Province,NA,CD.LB,nat,Democratic Republic of the Congo,NA,NA,Lualaba,Lualaba,Lualaba,CD-LU,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.16_1,COD.16_1,Ma√Ø-Ndombe,NA,Ma√Ø-Ndombe,Province,Province,NA,CD.MA,nat,Democratic Republic of the Congo,NA,NA,Mai-Ndombe,Mai-Ndombe,Mai-Ndombe,CD-MN,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.17_1,COD.17_1,Maniema,NA,Maniema,Province,Province,NA,CD.MN,nat,Democratic Republic of the Congo,NA,NA,Maniema,Maniema,Maniema,CD-MA,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.18_1,COD.18_1,Mongala,NA,Mongala,Province,Province,NA,CD.MO,nat,Democratic Republic of the Congo,NA,NA,Mongala,Mongala,Mongala,CD-MO,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
CD,COD,Democratic Republic of the Congo,COD.19_1,COD.19_1,Nord-Kivu,NA,Nord-Kivu,Province,Province,NA,CD.NK,nat,Democratic Republic of the Congo,NA,NA,Nord-Kivu,North Kivu,Nord-Kivu,CD-NK,iso3166-2,NA,NA,NA,NA,NA,0.35111638922447674,0.36712586705559863
