iso3166_country,GID_0_gadm,NAME_0_gadm,GID_1_gadm,GID_1_edits,NAME_1_gadm,VARNAME_1_gadm,NL_NAME_1_gadm,TYPE_1_gadm,ENGTYPE_1_gadm,CC_1_gadm,HASC_1_gadm,region_polygoncluster,polygoncluster_name,project_ifnodata,project_ifconstructed,regionname_ISOenglish,regionname_alt,regionname_nativescript,regioncode,system,Notes1,Notes2,Notes3,mean.scl.regional_2012-13,mean.scl.regional_2022-23,mean.scl.national_2012-13,mean.scl.national_2022-23
YE,YEM,Yemen,YEM.5_1,YEM.5_1,Al Hudaydah,Al Hodeida|Al-Hodeidah|Al Hudaidah|Hodiedah|Hudaidah,Al Hudaydah,Muhafazah,Governorate,18,YE.HU,NA,NA,NA,NA,Al Ḩudaydah,NA,الحديدة,YE-HU,iso3166-2,NA,NA,NA,0.5790200331886204,0.3711168438785832,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.6_1,YEM.6_1,Al Jawf,Al Jouf|Aljowf|Jawf,Al Jawf,Muhafazah,Governorate,16,YE.JA,NA,NA,NA,NA,Al Jawf,NA,الجوف,YE-JA,iso3166-2,NA,NA,NA,0.3697965938429178,0.08489745461160338,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.7_1,YEM.7_1,Al Mahrah,Al Ghaydah|Al-Mahara|Almaharah|al-Mahra|Mahra,Al Mahrah,Muhafazah,Governorate,28,YE.MR,NA,NA,NA,NA,Al Mahrah,NA,ٱلْمَهْرَة,YE-MR,iso3166-2,NA,NA,NA,0.6164513369618692,0.37893879978764733,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.8_1,YEM.8_1,Al Mahwit,Almahweet|Mahweet,Al Mahwit,Muhafazah,Governorate,27,YE.MW,NA,NA,NA,NA,Al Maḩwīt,NA,المحويت,YE-MW,iso3166-2,NA,NA,NA,0.5285554836474611,0.22989898464110406,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.9_1,YEM.9_1,Amanat Al Asimah,NA,Amanat Al Asimah,Muhafazah,Governorate,13,NA,NA,NA,NA,NA,Amānat al ‘Āşimah [city],NA,صَنْعَاء,YE-SA,iso3166-2,NA,NA,NA,0.5447260057789456,0.2866153448945785,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,NA,YE-SU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arkhabīl Suquţrá,NA,سقطرى,YE-SU,iso3166-2,NA,NA,NA,NA,NA,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.11_1,YEM.11_1,Dhamar,NA,Dhamar,Muhafazah,Governorate,20,YE.DH,NA,NA,NA,NA,Dhamār,NA,ذَمَار‎,YE-DH,iso3166-2,NA,NA,NA,0.4860015687163888,0.21320091026604282,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.12_1,YEM.12_1,Hadramawt,Hadhramaut|Hadhramawt|Hadhramout|HadramautHadramout,Hadramawt,Muhafazah,Governorate,19,YE.HD,NA,NA,NA,NA,Ḩaḑramawt,NA,حضرموت,YE-HD,iso3166-2,NA,NA,NA,0.5502057470628767,0.33493714759129223,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.13_1,YEM.13_1,Hajjah,Hajja,Hajjah,Muhafazah,Governorate,17,YE.HJ,NA,NA,NA,NA,Ḩajjah,NA,حجة,YE-HJ,iso3166-2,NA,NA,NA,0.4569445115749819,0.18828623219835705,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.14_1,YEM.14_1,Ibb,NA,Ibb,Muhafazah,Governorate,11,YE.IB,NA,NA,NA,NA,Ibb,NA,إب,YE-IB,iso3166-2,NA,NA,NA,0.5381485276133096,0.388427096628764,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.15_1,YEM.15_1,Lahij,Laheg|Lahej|Lahj|Tuban,Lahij,Muhafazah,Governorate,25,YE.LA,NA,NA,NA,NA,Laḩij,NA,لحج,YE-LA,iso3166-2,NA,NA,NA,0.46450951446520006,0.22960167899454148,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.16_1,YEM.16_1,Ma'rib,Mareb|Marib,Ma'rib,Muhafazah,Governorate,26,YE.MA,NA,NA,NA,NA,Ma’rib,NA,مَأْرِب,YE-MA,iso3166-2,NA,NA,NA,0.5312825596539218,0.1782276612540739,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.17_1,YEM.17_1,Raymah,NA,Raymah,Muhafazah,Governorate,31,NA,NA,NA,NA,NA,Raymah,NA,ريمة,YE-RA,iso3166-2,NA,NA,NA,0.49114857353499436,0.2061316201699292,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.18_1,YEM.18_1,Sa`dah,Sa'ada|Saadah|Sa'da|Saidah|Sa'adah,Sa`dah,Muhafazah,Governorate,22,YE.SD,NA,NA,NA,NA,Şāʻdah,NA,صَعْدَة,YE-SD,iso3166-2,NA,NA,NA,0.5606469041372801,0.31911330320471343,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.19_1,YEM.19_1,San`a',Sana'a,San`a',City,City,23,YE.SN,NA,NA,NA,NA,Şanʻā’,NA,صنعاء,YE-SN,iso3166-2,NA,NA,NA,0.5914983234744519,0.2900989785588061,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.20_1,YEM.20_1,Shabwah,Shabwa|Shibwah|Ataq,Shabwah,Muhafazah,Governorate,21,YE.SH,NA,NA,NA,NA,Shabwah,NA,شبوة,YE-SH,iso3166-2,NA,NA,NA,0.5068120179616291,0.1092415473805879,0.47982446118291416,0.1713329826416146
YE,YEM,Yemen,YEM.21_1,YEM.21_1,Ta`izz,Taez|Taiz|Taizz,Ta`izz,Muhafazah,Governorate,15,YE.TA,NA,NA,NA,NA,Tāʻizz,NA,تعز,YE-TA,iso3166-2,NA,NA,NA,0.5495378733328435,0.2852716605572668,0.47982446118291416,0.1713329826416146
ZA,ZAF,South Africa,ZAF.1_1,ZAF.1_1,Eastern Cape,Oos-Kaap,Eastern Cape,Provinsie,Province,EC,ZA.EC,NA,NA,NA,NA,Eastern Cape,NA,Eastern Cape,ZA-EC,iso3166-2,NA,NA,NA,0.3789340110153597,0.6594653918834557,0.43950250783256695,0.6496584194350293
ZA,ZAF,South Africa,ZAF.2_1,ZAF.2_1,Free State,Orange Free State|Vrystaat,Free State,Provinsie,Province,FS,ZA.FS,NA,NA,NA,NA,Free State,NA,Free State,ZA-FS,iso3166-2,NA,NA,NA,0.5141356462768822,0.658806815015653,0.43950250783256695,0.6496584194350293
ZA,ZAF,South Africa,ZAF.3_1,ZAF.3_1,Gauteng,Pretoria/Witwatersrand/Vaal,Gauteng,Provinsie,Province,GP,ZA.GP,NA,NA,NA,NA,Gauteng,NA,Gauteng,ZA-GP,iso3166-2,NA,NA,NA,0.4921747403396897,0.6553866307499902,0.43950250783256695,0.6496584194350293
ZA,ZAF,South Africa,ZAF.4_1,ZAF.4_1,KwaZulu-Natal,Natal and Zululand,KwaZulu-Natal,Provinsie,Province,KZN,ZA.NL,NA,NA,NA,NA,Kwazulu-Natal,NA,Kwazulu-Natal,ZA-NL,iso3166-2,NA,NA,NA,0.5824938182873876,0.7196974546891013,0.43950250783256695,0.6496584194350293
ZA,ZAF,South Africa,ZAF.5_1,ZAF.5_1,Limpopo,Noordelike Provinsie|Northern Transvaal|Northern Province,Limpopo,Provinsie,Province,LIM,ZA.NP,NA,NA,NA,NA,Limpopo,NA,Limpopo,ZA-LP,iso3166-2,NA,NA,NA,0.44365592007609167,0.6792518890970974,0.43950250783256695,0.6496584194350293
ZA,ZAF,South Africa,ZAF.6_1,ZAF.6_1,Mpumalanga,Eastern Transvaal,Mpumalanga,Provinsie,Province,MP,ZA.MP,NA,NA,NA,NA,Mpumalanga,NA,Mpumalanga,ZA-MP,iso3166-2,NA,NA,NA,0.5296891240249406,0.6743943324394411,0.43950250783256695,0.6496584194350293
ZA,ZAF,South Africa,ZAF.7_1,ZAF.7_1,North West,North-West|Noordwes,North West,Provinsie,Province,NW,ZA.NW,NA,NA,NA,NA,North-West,NA,North-West,ZA-NW,iso3166-2,NA,NA,NA,0.4967840665405787,0.6516672203386297,0.43950250783256695,0.6496584194350293
ZA,ZAF,South Africa,ZAF.8_1,ZAF.8_1,Northern Cape,Noord-Kaap,Northern Cape,Provinsie,Province,NC,ZA.NC,NA,NA,NA,NA,Northern Cape,NA,Northern Cape,ZA-NC,iso3166-2,NA,NA,NA,0.4593089424301367,0.60212436810254,0.43950250783256695,0.6496584194350293
ZA,ZAF,South Africa,ZAF.9_1,ZAF.9_1,Western Cape,Wes-Kaap,Western Cape,Provinsie,Province,WC,ZA.WC,NA,NA,NA,NA,Western Cape,NA,Western Cape,ZA-WC,iso3166-2,NA,NA,NA,0.5166821279603971,0.6238191901034955,0.43950250783256695,0.6496584194350293
ZM,ZMB,Zambia,ZMB.1_1,ZMB.1_1,Central,Broken Hill,Central,Province,Province,NA,ZM.CE,NA,NA,NA,NA,Central,NA,Central,ZM-02,iso3166-2,NA,NA,NA,0.4751320794114963,0.6646465831553496,0.4396211840936907,0.713603784643272
ZM,ZMB,Zambia,ZMB.2_1,ZMB.2_1,Copperbelt,Western,Copperbelt,Province,Province,NA,ZM.CO,NA,NA,NA,NA,Copperbelt,NA,Copperbelt,ZM-08,iso3166-2,NA,NA,NA,0.49104806252120964,0.7103057612060502,0.4396211840936907,0.713603784643272
ZM,ZMB,Zambia,ZMB.3_1,ZMB.3_1,Eastern,Fort Jameson,Eastern,Province,Province,NA,ZM.EA,NA,NA,NA,NA,Eastern,NA,Eastern,ZM-03,iso3166-2,NA,NA,NA,0.4865132673062823,0.6647089370205429,0.4396211840936907,0.713603784643272
ZM,ZMB,Zambia,ZMB.4_1,ZMB.4_1,Luapula,Fort Rosebery,Luapula,Province,Province,NA,ZM.LP,NA,NA,NA,NA,Luapula,NA,Luapula,ZM-04,iso3166-2,NA,NA,NA,0.4789111331733633,0.7074857914895782,0.4396211840936907,0.713603784643272
ZM,ZMB,Zambia,ZMB.5_1,ZMB.5_1,Lusaka,NA,Lusaka,Province,Province,NA,ZM.LS,NA,NA,NA,NA,Lusaka,NA,Lusaka,ZM-09,iso3166-2,NA,NA,NA,0.4769925632940696,0.6723836638227076,0.4396211840936907,0.713603784643272
ZM,ZMB,Zambia,ZMB.6_1,ZMB.6_1,Muchinga,NA,Muchinga,Province,Province,NA,ZM.MU,NA,NA,NA,NA,Muchinga,NA,Muchinga,ZM-10,iso3166-2,NA,NA,NA,0.572460418198575,0.711265467632235,0.4396211840936907,0.713603784643272
ZM,ZMB,Zambia,ZMB.7_1,ZMB.7_1,North-Western,NA,North-Western,Province,Province,NA,ZM.NW,NA,NA,NA,NA,North-Western,NA,North-Western,ZM-06,iso3166-2,NA,NA,NA,0.5172273509768683,0.698953777896052,0.4396211840936907,0.713603784643272
ZM,ZMB,Zambia,ZMB.8_1,ZMB.8_1,Northern,NA,Northern,Province,Province,NA,ZM.NO,NA,NA,NA,NA,Northern,NA,Northern,ZM-05,iso3166-2,NA,NA,NA,0.5269784103826634,0.7433448849028017,0.4396211840936907,0.713603784643272
ZM,ZMB,Zambia,ZMB.9_1,ZMB.9_1,Southern,NA,Southern,Province,Province,NA,ZM.SO,NA,NA,NA,NA,Southern,NA,Southern,ZM-07,iso3166-2,NA,NA,NA,0.49458910433607906,0.8233326683640079,0.4396211840936907,0.713603784643272
ZM,ZMB,Zambia,ZMB.10_1,ZMB.10_1,Western,Barotseland,Western,Province,Province,NA,ZM.WE,NA,NA,NA,NA,Western,NA,Western,ZM-01,iso3166-2,NA,NA,NA,0.542049980919167,0.8664878140143952,0.4396211840936907,0.713603784643272
ZW,ZWE,Zimbabwe,ZWE.1_1,ZWE.1_1,Bulawayo,NA,Bulawayo,City,City,NA,ZW.BU,NA,NA,NA,NA,Bulawayo,NA,Bulawayo,ZW-BU,iso3166-2,NA,NA,NA,0.5608800464651941,0.6984273050134174,0.48399987873000844,0.6888778557027709
ZW,ZWE,Zimbabwe,ZWE.2_1,ZWE.2_1,Harare,NA,Harare,City,City,NA,ZW.HA,NA,NA,NA,NA,Harare,NA,Harare,ZW-HA,iso3166-2,NA,NA,NA,0.5491000517369639,0.606430157269997,0.48399987873000844,0.6888778557027709
ZW,ZWE,Zimbabwe,ZWE.3_1,ZWE.3_1,Manicaland,NA,Manicaland,Province,Province,NA,ZW.MA,NA,NA,NA,NA,Manicaland,NA,Manicaland,ZW-MA,iso3166-2,NA,NA,NA,0.5311492969395976,0.7478796512615747,0.48399987873000844,0.6888778557027709
ZW,ZWE,Zimbabwe,ZWE.4_1,ZWE.4_1,Mashonaland Central,NA,Mashonaland Central,Province,Province,NA,ZW.MC,NA,NA,NA,NA,Mashonaland Central,NA,Mashonaland Central,ZW-MC,iso3166-2,NA,NA,NA,0.4658169290406221,0.7651748840574025,0.48399987873000844,0.6888778557027709
ZW,ZWE,Zimbabwe,ZWE.5_1,ZWE.5_1,Mashonaland East,NA,Mashonaland East,Province,Province,NA,ZW.ME,NA,NA,NA,NA,Mashonaland East,NA,Mashonaland East,ZW-ME,iso3166-2,NA,NA,NA,0.5205354616003443,0.678579730427868,0.48399987873000844,0.6888778557027709
ZW,ZWE,Zimbabwe,ZWE.6_1,ZWE.6_1,Mashonaland West,NA,Mashonaland West,Province,Province,NA,ZW.MW,NA,NA,NA,NA,Mashonaland West,NA,Mashonaland West,ZW-MW,iso3166-2,NA,NA,NA,0.5829030493569689,0.7283534702385697,0.48399987873000844,0.6888778557027709
ZW,ZWE,Zimbabwe,ZWE.7_1,ZWE.7_1,Masvingo,NA,Masvingo,Province,Province,NA,ZW.MV,NA,NA,NA,NA,Masvingo,NA,Masvingo,ZW-MV,iso3166-2,NA,NA,NA,0.56363468817425,0.7021512646203032,0.48399987873000844,0.6888778557027709
ZW,ZWE,Zimbabwe,ZWE.8_1,ZWE.8_1,Matabeleland North,NA,Matabeleland North,Province,Province,NA,ZW.MN,NA,NA,NA,NA,Matabeleland North,NA,Matabeleland North,ZW-MN,iso3166-2,NA,NA,NA,0.4859673201492856,0.681690818161526,0.48399987873000844,0.6888778557027709
ZW,ZWE,Zimbabwe,ZWE.9_1,ZWE.9_1,Matabeleland South,NA,Matabeleland South,Province,Province,NA,ZW.MS,NA,NA,NA,NA,Matabeleland South,NA,Matabeleland South,ZW-MS,iso3166-2,NA,NA,NA,0.48675806858320936,0.6535286311658844,0.48399987873000844,0.6888778557027709
ZW,ZWE,Zimbabwe,ZWE.10_1,ZWE.10_1,Midlands,NA,Midlands,Province,Province,NA,ZW.MI,NA,NA,NA,NA,Midlands,NA,Midlands,ZW-MI,iso3166-2,NA,NA,NA,0.5288109280731549,0.7198189415611735,0.48399987873000844,0.6888778557027709
DZ,DZA,Algeria,DZA.1_1,DZA.1_1,Adrar,Duperré,Adrar,Wilaya,Province,1,DZ.AR,NA,NA,NA,NA,Adrar,NA,أدرار,DZ-01,iso3166-2,NA,NA,NA,0.42939637595745805,0.45477426402541093,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.2_1,DZA.2_1,Aïn Defla,Ain Dafla,Aïn Defla,Wilaya,Province,44,DZ.AD,NA,NA,NA,NA,Aïn Defla,NA,عين الدفلى,DZ-44,iso3166-2,NA,NA,NA,0.420441029172216,0.4451587026655059,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.3_1,DZA.3_1,Aïn Témouchent,Ain Tamouchent,Aïn Témouchent,Wilaya,Province,46,DZ.AT,NA,NA,NA,NA,Aïn Témouchent,NA,عين تموشنت,DZ-46,iso3166-2,NA,NA,NA,0.36370785014695417,0.35450460362536007,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.4_1,DZA.4_1,Alger,Algeri|Algiers|Algier|al-Jazair|al-Djazair|El Djazaïr|Argel|Dzayer|Djezaïr,Alger,Wilaya,Province,16,DZ.AL,NA,NA,NA,NA,Alger,NA,الجزائر,DZ-16,iso3166-2,NA,NA,NA,0.3745267131176861,0.4253488088338911,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.5_1,DZA.5_1,Annaba,Anaba|Bona|Bône,Annaba,Wilaya,Province,23,DZ.AN,NA,NA,NA,NA,Annaba,NA,عنابة,DZ-23,iso3166-2,NA,NA,NA,0.4746769557493645,0.5140863800725446,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.6_1,DZA.6_1,Batna,NA,Batna,Wilaya,Province,5,DZ.BT,NA,NA,NA,NA,Batna,NA,باتنة,DZ-05,iso3166-2,NA,NA,NA,0.43840444180927024,0.4549031736612838,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.7_1,DZA.7_1,Béchar,Colomb-Béchar|Bechar,Béchar,Wilaya,Province,8,DZ.BC,NA,NA,NA,NA,Béchar,NA,بشار,DZ-08,iso3166-2,NA,NA,NA,0.36841979838819033,0.37727604369311524,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.8_1,DZA.8_1,Béjaïa,Bougie|Bedjaya|Bidjaia|Bugia|Bujia,Béjaïa,Wilaya,Province,6,DZ.BJ,NA,NA,NA,NA,Béjaïa,NA,بجاية,DZ-06,iso3166-2,NA,NA,NA,0.50115102596792,0.5551953559009858,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.9_1,DZA.9_1,Biskra,Beskra,Biskra,Wilaya,Province,7,DZ.BS,NA,NA,NA,NA,Biskra,NA,بسكرة,DZ-07,iso3166-2,NA,NA,NA,0.39773749650016327,0.3776144656110893,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.10_1,DZA.10_1,Blida,El Boulaïda|Al-Boulaida,Blida,Wilaya,Province,9,DZ.BL,NA,NA,NA,NA,Blida,NA,البليدة,DZ-09,iso3166-2,NA,NA,NA,0.3821150880991263,0.4453138567064709,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.11_1,DZA.11_1,Bordj Bou Arréridj,Borjbouarirej|Bordi Bou Arreridj,Bordj Bou Arréridj,Wilaya,Province,34,DZ.BB,NA,NA,NA,NA,Bordj Bou Arréridj,NA,برج بوعريريج,DZ-34,iso3166-2,NA,NA,NA,0.37739964178126345,0.37504120940780333,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.12_1,DZA.12_1,Bouira,NA,Bouira,Wilaya,Province,10,DZ.BU,NA,NA,NA,NA,Bouira,NA,البويرة,DZ-10,iso3166-2,NA,NA,NA,0.47352551170035545,0.5212457003419322,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.13_1,DZA.13_1,Boumerdès,Boumerdas,Boumerdès,Wilaya,Province,35,DZ.BM,NA,NA,NA,NA,Boumerdès,NA,بومرداس,DZ-35,iso3166-2,NA,NA,NA,0.4171575917660959,0.4632011959246333,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.14_1,DZA.14_1,Chlef,El Asnam|Orléansville|Ech Cheliff,Chlef,Wilaya,Province,2,DZ.CH,NA,NA,NA,NA,Chlef,NA,الشلف,DZ-02,iso3166-2,NA,NA,NA,0.3121146824990048,0.34408963584652263,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.15_1,DZA.15_1,Constantine,Constantina|Costatina|Qoussantina|Qacentina,Constantine,Wilaya,Province,25,DZ.CO,NA,NA,NA,NA,Constantine,NA,قسنطينة,DZ-25,iso3166-2,NA,NA,NA,0.37524622047946105,0.371952127699415,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.16_1,DZA.16_1,Djelfa,El Djelfa,Djelfa,Wilaya,Province,17,DZ.DJ,NA,NA,NA,NA,Djelfa,NA,الجلفة,DZ-17,iso3166-2,NA,NA,NA,0.38674819495338947,0.40431518352963886,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.17_1,DZA.17_1,El Bayadh,El Bayad|El Beyyadh|Géryville,El Bayadh,Wilaya,Province,32,DZ.EB,NA,NA,NA,NA,El Bayadh,NA,البيض,DZ-32,iso3166-2,NA,NA,NA,0.37573089215795474,0.3868361264357749,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.18_1,DZA.18_1,El Oued,El Ouadi|El Wad,El Oued,Wilaya,Province,39,DZ.EO,NA,NA,NA,NA,El Oued,NA,الوادي,DZ-39,iso3166-2,NA,NA,NA,0.4525574781607003,0.4871948801062894,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.19_1,DZA.19_1,El Tarf,Et Tarf|El Taref,El Tarf,Wilaya,Province,36,DZ.ET,NA,NA,NA,NA,El Tarf,NA,الطارف,DZ-36,iso3166-2,NA,NA,NA,0.42933064810764576,0.4495814675952338,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.20_1,DZA.20_1,Ghardaïa,GhardaSa|Gharday,Ghardaïa,Wilaya,Province,47,DZ.GR,NA,NA,NA,NA,Ghardaïa,NA,غرداية,DZ-47,iso3166-2,NA,NA,NA,0.3549142686657142,0.3612283889913392,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.21_1,DZA.21_1,Guelma,NA,Guelma,Wilaya,Province,24,DZ.GL,NA,NA,NA,NA,Guelma,NA,قالمة,DZ-24,iso3166-2,NA,NA,NA,0.4641495588829816,0.49527423642602725,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.22_1,DZA.22_1,Illizi,Polignac|Fort Polignac|Ilizi,Illizi,Wilaya,Province,33,DZ.IL,NA,NA,NA,NA,Illizi,NA,اليزي,DZ-33,iso3166-2,NA,NA,NA,0.27952225378728823,0.2658861216500286,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.23_1,DZA.23_1,Jijel,Djidjel| Djidjelli,Jijel,Wilaya,Province,18,DZ.JJ,NA,NA,NA,NA,Jijel,NA,جيجل,DZ-18,iso3166-2,NA,NA,NA,0.39478495754839305,0.40990685688720574,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.24_1,DZA.24_1,Khenchela,Khenchela,Khenchela,Wilaya,Province,40,DZ.KH,NA,NA,NA,NA,Khenchela,NA,خنشلة,DZ-40,iso3166-2,NA,NA,NA,0.3731154985786673,0.37485417761960516,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.25_1,DZA.25_1,Laghouat,NA,Laghouat,Wilaya,Province,3,DZ.LG,NA,NA,NA,NA,Laghouat,NA,الأغواط,DZ-03,iso3166-2,NA,NA,NA,0.45764577411903734,0.49167744395785784,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.26_1,DZA.26_1,M'Sila,Msila,M'Sila,Wilaya,Province,28,DZ.MS,NA,NA,NA,NA,M'sila,NA,المسيلة,DZ-28,iso3166-2,NA,NA,NA,0.39662395166136155,0.4166744044825303,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.27_1,DZA.27_1,Mascara,Mouaskar,Mascara,Wilaya,Province,29,DZ.MC,NA,NA,NA,NA,Mascara,NA,معسكر,DZ-29,iso3166-2,NA,NA,NA,0.38202691435452185,0.378573197239299,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.28_1,DZA.28_1,Médéa,El Mediyya|Lemdiyya,Médéa,Wilaya,Province,26,DZ.MD,NA,NA,NA,NA,Médéa,NA,المدية,DZ-26,iso3166-2,NA,NA,NA,0.41261399549525457,0.44990396856545617,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.29_1,DZA.29_1,Mila,NA,Mila,Wilaya,Province,43,DZ.ML,NA,NA,NA,NA,Mila,NA,ميلة,DZ-43,iso3166-2,NA,NA,NA,0.46952601195817867,0.48371314297300966,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.30_1,DZA.30_1,Mostaganem,Mostaghanem|Mestghanem,Mostaganem,Wilaya,Province,27,DZ.MG,NA,NA,NA,NA,Mostaganem,NA,مستغانم,DZ-27,iso3166-2,NA,NA,NA,0.3865880655581781,0.40269021602459537,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.31_1,DZA.31_1,Naâma,Naama,Naâma,Wilaya,Province,45,DZ.NA,NA,NA,NA,NA,Naama,NA,النعامة,DZ-45,iso3166-2,NA,NA,NA,0.36938380342254895,0.3777927062802551,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.32_1,DZA.32_1,Oran,Orán|Orano|Orão|Ouahran|Ouahrane|Wahran,Oran,Wilaya,Province,31,DZ.OR,NA,NA,NA,NA,Oran,NA,وهران,DZ-31,iso3166-2,NA,NA,NA,0.3579340670641933,0.3574723827308011,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.33_1,DZA.33_1,Ouargla,Wargla,Ouargla,Wilaya,Province,30,DZ.OG,NA,NA,NA,NA,Ouargla,NA,ورقلة,DZ-30,iso3166-2,NA,NA,NA,0.4657808594202686,0.5014936642798842,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.34_1,DZA.34_1,Oum el Bouaghi,Oum el Bouagui|Canrobert,Oum el Bouaghi,Wilaya,Province,4,DZ.OB,NA,NA,NA,NA,Oum el Bouaghi,NA,أم البواقي,DZ-04,iso3166-2,NA,NA,NA,0.39810693572118305,0.39689361174934673,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.35_1,DZA.35_1,Relizane,Ghelizane|Ghilizane,Relizane,Wilaya,Province,48,DZ.RE,NA,NA,NA,NA,Relizane,NA,غليزان,DZ-48,iso3166-2,NA,NA,NA,0.38110586994041373,0.3846837982877079,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.36_1,DZA.36_1,Saïda,NA,Saïda,Wilaya,Province,20,DZ.SD,NA,NA,NA,NA,Saïda,NA,سعيدة,DZ-20,iso3166-2,NA,NA,NA,0.339256992594061,0.3437366834854963,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.37_1,DZA.37_1,Sétif,Stif,Sétif,Wilaya,Province,19,DZ.SF,NA,NA,NA,NA,Sétif,NA,سطيف,DZ-19,iso3166-2,NA,NA,NA,0.378876113441334,0.3715346406438979,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.38_1,DZA.38_1,Sidi Bel Abbès,Sidi-Bel-Abbes,Sidi Bel Abbès,Wilaya,Province,22,DZ.SB,NA,NA,NA,NA,Sidi Bel Abbès,NA,سيدي بلعباس,DZ-22,iso3166-2,NA,NA,NA,0.3188128671702744,0.3267445120348279,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.39_1,DZA.39_1,Skikda,Philippeville|Skidda,Skikda,Wilaya,Province,21,DZ.SK,NA,NA,NA,NA,Skikda,NA,سكيكدة,DZ-21,iso3166-2,NA,NA,NA,0.4296298132116524,0.45360546217970754,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.40_1,DZA.40_1,Souk Ahras,Souk-Ahras|Souq Ahras,Souk Ahras,Wilaya,Province,41,DZ.SA,NA,NA,NA,NA,Souk Ahras,NA,سوق أهراس,DZ-41,iso3166-2,NA,NA,NA,0.46267956843724795,0.47986461526972596,0.3190871797572213,0.346531611716511
DZ,DZA,Algeria,DZA.41_1,DZA.41_1,Tamanghasset,Tamanrasset|Tamenghasset|Tamenghest|Fort Laperrine,Tamanghasset,Wilaya,Province,11,DZ.TM,NA,NA,NA,NA,Tamanrasset,NA,تمنراست,DZ-11,iso3166-2,NA,NA,NA,0.4293812117313507,0.4559089615846966,0.3190871797572213,0.346531611716511
